/home/gobind/.fastai/data/cifar10
epoch     train_loss  valid_loss  accuracy  time    
0         5.494899    #na#        00:10     
LR Finder is complete, type {learner_name}.recorder.plot() to see the graph.
Min numerical gradient: 3.02E-03
Min loss divided by 10: 1.58E-03
epoch     train_loss  valid_loss  accuracy  time    
0         1.301660    1.278743    0.530400  00:41     
1         1.062374    1.040657    0.623700  00:42     
2         0.937388    0.931773    0.670200  00:42     
3         0.827572    0.847165    0.698200  00:42     
4         0.741457    0.754682    0.733300  00:42     
5         0.651537    0.703744    0.753100  00:42     
6         0.587507    0.926420    0.698900  00:42     
7         0.540568    0.742187    0.758600  00:42     
8         0.495321    0.569163    0.804300  00:43     
9         0.462996    0.712260    0.765800  00:43     
10        0.430872    0.486649    0.836000  00:43     
11        0.415850    0.593141    0.815700  00:43     
12        0.381784    0.470298    0.844700  00:43     
13        0.359034    0.471210    0.844700  00:43     
14        0.338153    0.418786    0.861800  00:43     
15        0.306499    0.446390    0.855400  00:43     
16        0.291299    0.395589    0.869300  00:43     
17        0.280117    0.361767    0.879400  00:43     
18        0.254467    0.415946    0.870700  00:43     
19        0.253261    0.330700    0.893200  00:43     
20        0.227900    0.347348    0.889500  00:43     
21        0.208207    0.329136    0.890800  00:43     
22        0.202958    0.351576    0.890800  00:43     
23        0.196708    0.325983    0.897200  00:43     
24        0.188248    0.339019    0.896500  00:43     
25        0.170581    0.353757    0.892900  00:43     
26        0.158913    0.304898    0.908400  00:43     
27        0.174002    0.369163    0.887300  00:43     
28        0.140000    0.320099    0.906000  00:43     
29        0.131920    0.306628    0.908400  00:43     
30        0.118462    0.283678    0.918000  00:43     
31        0.125620    0.391107    0.894800  00:43     
32        0.107364    0.384760    0.896300  00:43     
33        0.101794    0.325000    0.912400  00:43     
34        0.107298    0.311636    0.913000  00:43     
35        0.084667    0.352463    0.910700  00:43     
36        0.086933    0.298641    0.918500  00:43     
37        0.080028    0.307912    0.920000  00:43     
38        0.073982    0.386583    0.905000  00:43     
39        0.069798    0.295458    0.922700  00:43     
40        0.063949    0.319025    0.919200  00:43     
41        0.068715    0.345350    0.916800  00:43     
42        0.063685    0.286586    0.926400  00:43     
43        0.064613    0.339337    0.919100  00:43     
44        0.055092    0.298287    0.928400  00:43     
45        0.054723    0.322874    0.926600  00:43     
46        0.047157    0.330373    0.922100  00:43     
47        0.048893    0.337617    0.922600  00:43     
48        0.046667    0.319308    0.929400  00:42     
49        0.044309    0.348570    0.925000  00:42     
50        0.037269    0.332952    0.924100  00:42     
51        0.039176    0.327530    0.924300  00:42     
52        0.041419    0.311822    0.928200  00:42     
53        0.030735    0.324378    0.928700  00:42     
54        0.035683    0.346644    0.927000  00:42     
55        0.034464    0.339929    0.926600  00:42     
56        0.033053    0.320722    0.932900  00:42     
57        0.031579    0.317306    0.930400  00:42     
58        0.030253    0.348557    0.927400  00:42     
59        0.027667    0.333778    0.930900  00:43     
60        0.021975    0.357548    0.930100  00:43     
61        0.020930    0.312059    0.938500  00:43     
62        0.018545    0.343702    0.929900  00:43     
63        0.021674    0.326067    0.933800  00:43     
64        0.017059    0.308986    0.937500  00:43     
65        0.013763    0.335022    0.934200  00:43     
66        0.015162    0.346624    0.932700  00:43     
67        0.012751    0.342525    0.937200  00:43     
68        0.011735    0.326036    0.939400  00:43     
69        0.008158    0.342649    0.936300  00:43     
70        0.007479    0.343473    0.938700  00:43     
71        0.006665    0.352536    0.938100  00:43     
72        0.009604    0.344724    0.937800  00:43     
73        0.005581    0.343826    0.938600  00:43     
74        0.006817    0.359153    0.937200  00:43     
75        0.006552    0.349651    0.941000  00:43     
76        0.005419    0.364189    0.939600  00:43     
77        0.003990    0.364128    0.938700  00:48     
78        0.003362    0.367144    0.940900  00:45     
79        0.001809    0.361056    0.942800  00:48     
80        0.002714    0.354489    0.945200  00:45     
81        0.002865    0.352378    0.942600  00:42     
82        0.001725    0.356255    0.941900  00:42     
83        0.000935    0.366026    0.944300  00:42     
84        0.001546    0.375234    0.943000  00:42     
85        0.000527    0.360051    0.946000  00:42     
86        0.001446    0.362803    0.945900  00:44     
87        0.001080    0.362139    0.944900  00:42     
88        0.000671    0.362761    0.945800  00:42     
89        0.000261    0.356415    0.946200  00:43     
90        0.000335    0.355528    0.946700  00:46     
91        0.000227    0.356857    0.945800  00:42     
92        0.000379    0.358778    0.945900  00:45     
93        0.000330    0.360216    0.947100  00:42     
94        0.000333    0.359069    0.946400  00:45     
95        0.000298    0.358716    0.946000  00:44     
96        0.000552    0.358250    0.946700  00:46     
97        0.000123    0.361283    0.946300  00:45     
98        0.000583    0.357660    0.945900  00:42     
99        0.000349    0.361071    0.946500  00:42     
