/home/gobind/.fastai/data/cifar10
epoch     train_loss  valid_loss  accuracy  time    
0         18.849638   #na#        00:05     
LR Finder is complete, type {learner_name}.recorder.plot() to see the graph.
Min numerical gradient: 6.92E-04
Min loss divided by 10: 3.98E-03
epoch     train_loss  valid_loss  accuracy  time    
0         1.650564    1.535048    0.455300  00:20     
1         1.412631    1.366354    0.504900  00:20     
2         1.311747    1.246781    0.557200  00:20     
3         1.208618    1.210314    0.567300  00:20     
4         1.160595    1.101389    0.608000  00:21     
5         1.068842    1.042343    0.631700  00:21     
6         1.016897    0.972324    0.656600  00:21     
7         0.950877    0.883413    0.691700  00:21     
8         0.915667    0.959410    0.670200  00:21     
9         0.821425    0.827508    0.717800  00:21     
10        0.813855    0.791660    0.724100  00:21     
11        0.750593    0.854120    0.701500  00:21     
12        0.681648    0.791316    0.725000  00:21     
13        0.646638    0.684160    0.767600  00:21     
14        0.607856    0.674028    0.772100  00:21     
15        0.553861    0.630003    0.790100  00:21     
16        0.532215    0.597114    0.800000  00:20     
17        0.492360    0.607914    0.803100  00:21     
18        0.459551    0.565437    0.814200  00:20     
19        0.433429    0.535800    0.821800  00:20     
20        0.401959    0.549360    0.819600  00:20     
21        0.380928    0.541689    0.825600  00:20     
22        0.354773    0.528159    0.828900  00:20     
23        0.315398    0.528831    0.831500  00:20     
24        0.295866    0.530208    0.832800  00:20     
25        0.286744    0.503691    0.847600  00:20     
26        0.255428    0.499810    0.844000  00:20     
27        0.225530    0.512390    0.845800  00:20     
28        0.216092    0.518611    0.848100  00:20     
29        0.197128    0.537213    0.842900  00:20     
30        0.169568    0.508699    0.853100  00:20     
31        0.155500    0.510733    0.855500  00:20     
32        0.139578    0.510548    0.859200  00:20     
33        0.127101    0.506745    0.858800  00:20     
34        0.106942    0.534503    0.858000  00:20     
35        0.098815    0.533059    0.862600  00:20     
36        0.085183    0.535354    0.861800  00:20     
37        0.083295    0.535040    0.860200  00:20     
38        0.067897    0.544314    0.860600  00:20     
39        0.060574    0.534004    0.865500  00:20     
40        0.053784    0.532270    0.865800  00:20     
41        0.047096    0.526814    0.868900  00:20     
42        0.040635    0.531027    0.867900  00:20     
43        0.037492    0.541115    0.868200  00:20     
44        0.037890    0.537626    0.867800  00:20     
45        0.030977    0.540390    0.869300  00:20     
46        0.033544    0.538683    0.868900  00:20     
47        0.030249    0.547302    0.869200  00:20     
48        0.027022    0.534791    0.869800  00:20     
49        0.029687    0.540658    0.869800  00:20     
