epoch     train_loss  valid_loss  accuracy  time    
0         17.133915   #na#        00:05     
LR Finder is complete, type {learner_name}.recorder.plot() to see the graph.
Min numerical gradient: 3.98E-04
Min loss divided by 10: 1.32E-03
epoch     train_loss  valid_loss  accuracy  time    
/home/gobind/miniconda3/lib/python3.7/site-packages/fastai/sixel.py:16: UserWarning: You could see this plot with `libsixel`. See https://github.com/saitoha/libsixel warn("You could see this plot with `libsixel`. See https://github.com/saitoha/libsixel")
0         1.452174    1.411408    0.487700  00:17     
1         1.244052    1.293464    0.537700  00:17     
2         1.083290    1.211126    0.570400  00:17     
3         0.907252    1.183498    0.587000  00:17     
4         0.757093    1.197112    0.597800  00:17     
5         0.587160    1.341052    0.591400  00:17     
6         0.455534    1.477659    0.587000  00:17     
7         0.352306    1.668668    0.579800  00:17     
8         0.296839    1.721320    0.588200  00:14     
9         0.267573    1.821344    0.581800  00:17     
10        0.222362    1.837154    0.585000  00:17     
11        0.205309    1.937614    0.585500  00:17     
12        0.180509    2.067676    0.572900  00:17     
13        0.184721    2.130853    0.588100  00:17     
14        0.155669    2.111149    0.585900  00:17     
15        0.147769    2.282401    0.575800  00:17     
16        0.138720    2.190196    0.594100  00:18     
17        0.127420    2.079100    0.592900  00:17     
18        0.122519    2.137862    0.598200  00:17     
19        0.123347    2.254099    0.597900  00:17     
20        0.105089    2.282099    0.591300  00:18     
21        0.093288    2.213910    0.595000  00:17     
22        0.096491    2.247771    0.600500  00:17     
23        0.096516    2.210129    0.607700  00:18     
24        0.091980    2.350268    0.604000  00:17     
25        0.093493    2.327212    0.603900  00:17     
26        0.088250    2.519604    0.585700  00:17     
27        0.091999    2.293610    0.597100  00:17     
28        0.083223    2.419225    0.606000  00:17     
29        0.088626    2.444133    0.594000  00:17     
30        0.075481    2.359301    0.604300  00:17     
31        0.071123    2.390552    0.592300  00:17     
32        0.078788    2.455419    0.600100  00:17     
33        0.069633    2.461030    0.605300  00:17     
34        0.071370    2.407030    0.606200  00:17     
35        0.067683    2.590007    0.588300  00:17     
36        0.067338    2.487856    0.603800  00:17     
37        0.063834    2.577909    0.599200  00:18     
38        0.069313    2.512364    0.604800  00:17     
39        0.060472    2.610836    0.605400  00:17     
40        0.053792    2.615569    0.602700  00:17     
41        0.059219    2.696366    0.593300  00:17     
42        0.054277    2.596756    0.607400  00:17     
43        0.057883    2.594990    0.611000  00:18     
44        0.057203    2.636293    0.597000  00:17     
45        0.047705    2.592659    0.602800  00:17     
46        0.049242    2.700184    0.605500  00:17     
47        0.051976    2.657486    0.596400  00:17     
48        0.046435    2.545030    0.614500  00:17     
49        0.047946    2.534980    0.612700  00:17     
50        0.050719    2.626748    0.610300  00:18     
51        0.050602    2.622696    0.613400  00:18     
52        0.048771    2.611821    0.617100  00:17     
53        0.054526    2.769527    0.607300  00:18     
54        0.043851    2.692427    0.612700  00:17     
55        0.040018    2.648880    0.609700  00:18     
56        0.042581    2.660924    0.607300  00:17     
57        0.046209    2.721360    0.611000  00:17     
58        0.045721    2.614051    0.616600  00:18     
59        0.041910    2.746853    0.606900  00:17     
60        0.047705    2.771234    0.604600  00:17     
61        0.036503    2.775423    0.608700  00:17     
62        0.042371    2.918796    0.603800  00:17     
63        0.038476    2.783873    0.605100  00:18     
64        0.039821    2.775274    0.609200  00:17     
65        0.049803    2.747335    0.601700  00:17     
66        0.035400    2.758393    0.610200  00:17     
67        0.040334    2.740191    0.606700  00:17     
68        0.037488    2.792854    0.603300  00:17     
69        0.031330    2.817271    0.610900  00:17     
70        0.034305    2.878482    0.607700  00:17     
71        0.038233    2.783799    0.608400  00:17     
72        0.036800    2.853718    0.614100  00:17     
73        0.036687    2.822615    0.611600  00:17     
74        0.027855    2.890373    0.605500  00:18     
75        0.030956    2.815372    0.611600  00:17     
76        0.036438    2.828607    0.599500  00:17     
77        0.034096    2.885432    0.607600  00:18     
78        0.038714    2.916718    0.613800  00:17     
79        0.037896    2.907288    0.611300  00:17     
80        0.026143    2.865893    0.613100  00:17     
81        0.030440    2.867094    0.607800  00:18     
82        0.026063    2.924950    0.610100  00:18     
83        0.025419    2.936338    0.609700  00:17     
84        0.030725    2.989338    0.608700  00:17     
85        0.036795    2.879969    0.614000  00:17     
86        0.026693    2.938723    0.618900  00:18     
87        0.026144    2.877342    0.617200  00:17     
88        0.026165    2.986290    0.610700  00:17     
89        0.023317    2.941083    0.613300  00:18     
90        0.029848    3.002521    0.613600  00:18     
91        0.028482    3.018612    0.612400  00:17     
92        0.025639    2.915168    0.613400  00:17     
93        0.027685    3.004892    0.614500  00:18     
94        0.036833    2.965131    0.617900  00:18     
95        0.022330    3.032135    0.616400  00:18     
96        0.032084    3.076354    0.611200  00:18     
97        0.024060    2.932552    0.614700  00:18     
98        0.030006    3.062818    0.610600  00:18     
99        0.025254    3.072010    0.614500  00:18     
